permutacion,f1_macro_nulo
1195,0.24657596219697606
1196,0.2457438536275718
1197,0.244735492989301
1198,0.24890181035456055
1199,0.24962421807009577
1200,0.24445799612890945
1201,0.24540380463646216
1202,0.26067322960700107
1203,0.2490604117051899
1204,0.250432416388125
1205,0.24476696804243028
1206,0.25012208709858313
1207,0.25344403044536673
1208,0.24838520514971715
1209,0.24860786915013028
1210,0.2537156266092895
1211,0.25314361235130295
1212,0.24674437179183042
1213,0.2492171187460971
1214,0.24561721083963817
1215,0.24435396799887085
1216,0.2503338319989635
1217,0.25185293990453794
1218,0.25467745000438113
1219,0.2503033295306869
1220,0.24652493002319573
1221,0.2500345320141447
1222,0.24862205135063614
1223,0.2553840420382567
1224,0.2488093463938459
1225,0.25095589493948756
1226,0.24206634783034892
1227,0.24981617176102125
1228,0.25010771356127853
1229,0.25020712114270127
1230,0.2515142287967573
1231,0.24338868140078013
1232,0.25374084984543355
1233,0.2489042030136361
1234,0.24747923493727936
1235,0.25191862506388785
1236,0.25281136519977127
1237,0.24811134115594952
1238,0.24730393743019838
1239,0.2491314394953684
1240,0.24546399551750164
1241,0.2471752870905427
1242,0.2440364635282274
1243,0.24840533201789355
